"Sub-Sector","Super Region","Energy Product","Sector","Flow Breakdown","Time Level","Country","Unit of Measurement","Source","Super Region","Value","Date Value","Period Value"
"JODI OIL-WORLD DATABASE","GLOBAL DATA","TOTAL OIL PRODUCTS","ENERGY, OIL & GAS","DEMAND","MONTHLY","IRELAND","THOUSAND BARRELS PER DAY(KB-D)","JOINT ORGANISATIONS DATA INITIATIVE - JODI","GLOBAL DATA","179.960","2004-10-31","m"
"JODI OIL-WORLD DATABASE","GLOBAL DATA","TOTAL OIL PRODUCTS","ENERGY, OIL & GAS","DEMAND","MONTHLY","IRELAND","THOUSAND BARRELS PER DAY(KB-D)","JOINT ORGANISATIONS DATA INITIATIVE - JODI","GLOBAL DATA","177.270","2004-09-30","m"
"JODI OIL-WORLD DATABASE","GLOBAL DATA","TOTAL OIL PRODUCTS","ENERGY, OIL & GAS","DEMAND","MONTHLY","IRELAND","THOUSAND BARRELS PER DAY(KB-D)","JOINT ORGANISATIONS DATA INITIATIVE - JODI","GLOBAL DATA","158.830","2004-08-31","m"
"JODI OIL-WORLD DATABASE","GLOBAL DATA","TOTAL OIL PRODUCTS","ENERGY, OIL & GAS","DEMAND","MONTHLY","IRELAND","THOUSAND BARRELS PER DAY(KB-D)","JOINT ORGANISATIONS DATA INITIATIVE - JODI","GLOBAL DATA","157.690","2004-07-31","m"
"JODI OIL-WORLD DATABASE","GLOBAL DATA","TOTAL OIL PRODUCTS","ENERGY, OIL & GAS","DEMAND","MONTHLY","IRELAND","THOUSAND BARRELS PER DAY(KB-D)","JOINT ORGANISATIONS DATA INITIATIVE - JODI","GLOBAL DATA","150.980","2004-06-30","m"
"JODI OIL-WORLD DATABASE","GLOBAL DATA","TOTAL OIL PRODUCTS","ENERGY, OIL & GAS","DEMAND","MONTHLY","IRELAND","THOUSAND BARRELS PER DAY(KB-D)","JOINT ORGANISATIONS DATA INITIATIVE - JODI","GLOBAL DATA","158.380","2004-05-31","m"
"JODI OIL-WORLD DATABASE","GLOBAL DATA","TOTAL OIL PRODUCTS","ENERGY, OIL & GAS","DEMAND","MONTHLY","IRELAND","THOUSAND BARRELS PER DAY(KB-D)","JOINT ORGANISATIONS DATA INITIATIVE - JODI","GLOBAL DATA","170.460","2004-04-30","m"
"JODI OIL-WORLD DATABASE","GLOBAL DATA","TOTAL OIL PRODUCTS","ENERGY, OIL & GAS","DEMAND","MONTHLY","IRELAND","THOUSAND BARRELS PER DAY(KB-D)","JOINT ORGANISATIONS DATA INITIATIVE - JODI","GLOBAL DATA","187.230","2004-03-31","m"
"JODI OIL-WORLD DATABASE","GLOBAL DATA","TOTAL OIL PRODUCTS","ENERGY, OIL & GAS","DEMAND","MONTHLY","IRELAND","THOUSAND BARRELS PER DAY(KB-D)","JOINT ORGANISATIONS DATA INITIATIVE - JODI","GLOBAL DATA","179.260","2004-02-29","m"
"JODI OIL-WORLD DATABASE","GLOBAL DATA","TOTAL OIL PRODUCTS","ENERGY, OIL & GAS","DEMAND","MONTHLY","IRELAND","THOUSAND BARRELS PER DAY(KB-D)","JOINT ORGANISATIONS DATA INITIATIVE - JODI","GLOBAL DATA","169.280","2004-01-31","m"
"JODI OIL-WORLD DATABASE","GLOBAL DATA","TOTAL OIL PRODUCTS","ENERGY, OIL & GAS","DEMAND","MONTHLY","IRELAND","THOUSAND BARRELS PER DAY(KB-D)","JOINT ORGANISATIONS DATA INITIATIVE - JODI","GLOBAL DATA","172.920","2003-12-31","m"
"JODI OIL-WORLD DATABASE","GLOBAL DATA","TOTAL OIL PRODUCTS","ENERGY, OIL & GAS","DEMAND","MONTHLY","IRELAND","THOUSAND BARRELS PER DAY(KB-D)","JOINT ORGANISATIONS DATA INITIATIVE - JODI","GLOBAL DATA","165.300","2003-11-30","m"
"JODI OIL-WORLD DATABASE","GLOBAL DATA","TOTAL OIL PRODUCTS","ENERGY, OIL & GAS","DEMAND","MONTHLY","IRELAND","THOUSAND BARRELS PER DAY(KB-D)","JOINT ORGANISATIONS DATA INITIATIVE - JODI","GLOBAL DATA","172.920","2003-10-31","m"
"JODI OIL-WORLD DATABASE","GLOBAL DATA","TOTAL OIL PRODUCTS","ENERGY, OIL & GAS","DEMAND","MONTHLY","IRELAND","THOUSAND BARRELS PER DAY(KB-D)","JOINT ORGANISATIONS DATA INITIATIVE - JODI","GLOBAL DATA","162.010","2003-09-30","m"
"JODI OIL-WORLD DATABASE","GLOBAL DATA","TOTAL OIL PRODUCTS","ENERGY, OIL & GAS","DEMAND","MONTHLY","IRELAND","THOUSAND BARRELS PER DAY(KB-D)","JOINT ORGANISATIONS DATA INITIATIVE - JODI","GLOBAL DATA","146.790","2003-08-31","m"
"JODI OIL-WORLD DATABASE","GLOBAL DATA","TOTAL OIL PRODUCTS","ENERGY, OIL & GAS","DEMAND","MONTHLY","IRELAND","THOUSAND BARRELS PER DAY(KB-D)","JOINT ORGANISATIONS DATA INITIATIVE - JODI","GLOBAL DATA","149.740","2003-07-31","m"
"JODI OIL-WORLD DATABASE","GLOBAL DATA","TOTAL OIL PRODUCTS","ENERGY, OIL & GAS","DEMAND","MONTHLY","IRELAND","THOUSAND BARRELS PER DAY(KB-D)","JOINT ORGANISATIONS DATA INITIATIVE - JODI","GLOBAL DATA","155.440","2003-06-30","m"
"JODI OIL-WORLD DATABASE","GLOBAL DATA","TOTAL OIL PRODUCTS","ENERGY, OIL & GAS","DEMAND","MONTHLY","IRELAND","THOUSAND BARRELS PER DAY(KB-D)","JOINT ORGANISATIONS DATA INITIATIVE - JODI","GLOBAL DATA","158.600","2003-05-31","m"
"JODI OIL-WORLD DATABASE","GLOBAL DATA","TOTAL OIL PRODUCTS","ENERGY, OIL & GAS","DEMAND","MONTHLY","IRELAND","THOUSAND BARRELS PER DAY(KB-D)","JOINT ORGANISATIONS DATA INITIATIVE - JODI","GLOBAL DATA","157.320","2003-04-30","m"
"JODI OIL-WORLD DATABASE","GLOBAL DATA","TOTAL OIL PRODUCTS","ENERGY, OIL & GAS","DEMAND","MONTHLY","IRELAND","THOUSAND BARRELS PER DAY(KB-D)","JOINT ORGANISATIONS DATA INITIATIVE - JODI","GLOBAL DATA","166.780","2003-03-31","m"
"JODI OIL-WORLD DATABASE","GLOBAL DATA","TOTAL OIL PRODUCTS","ENERGY, OIL & GAS","DEMAND","MONTHLY","IRELAND","THOUSAND BARRELS PER DAY(KB-D)","JOINT ORGANISATIONS DATA INITIATIVE - JODI","GLOBAL DATA","186.920","2003-02-28","m"
"JODI OIL-WORLD DATABASE","GLOBAL DATA","TOTAL OIL PRODUCTS","ENERGY, OIL & GAS","DEMAND","MONTHLY","IRELAND","THOUSAND BARRELS PER DAY(KB-D)","JOINT ORGANISATIONS DATA INITIATIVE - JODI","GLOBAL DATA","172.240","2003-01-31","m"
"JODI OIL-WORLD DATABASE","GLOBAL DATA","TOTAL OIL PRODUCTS","ENERGY, OIL & GAS","DEMAND","MONTHLY","IRELAND","THOUSAND BARRELS PER DAY(KB-D)","JOINT ORGANISATIONS DATA INITIATIVE - JODI","GLOBAL DATA","166.560","2002-12-31","m"
"JODI OIL-WORLD DATABASE","GLOBAL DATA","TOTAL OIL PRODUCTS","ENERGY, OIL & GAS","DEMAND","MONTHLY","IRELAND","THOUSAND BARRELS PER DAY(KB-D)","JOINT ORGANISATIONS DATA INITIATIVE - JODI","GLOBAL DATA","166.940","2002-11-30","m"
"JODI OIL-WORLD DATABASE","GLOBAL DATA","TOTAL OIL PRODUCTS","ENERGY, OIL & GAS","DEMAND","MONTHLY","IRELAND","THOUSAND BARRELS PER DAY(KB-D)","JOINT ORGANISATIONS DATA INITIATIVE - JODI","GLOBAL DATA","171.780","2002-10-31","m"
"JODI OIL-WORLD DATABASE","GLOBAL DATA","TOTAL OIL PRODUCTS","ENERGY, OIL & GAS","DEMAND","MONTHLY","IRELAND","THOUSAND BARRELS PER DAY(KB-D)","JOINT ORGANISATIONS DATA INITIATIVE - JODI","GLOBAL DATA","174.460","2002-09-30","m"
"JODI OIL-WORLD DATABASE","GLOBAL DATA","TOTAL OIL PRODUCTS","ENERGY, OIL & GAS","DEMAND","MONTHLY","IRELAND","THOUSAND BARRELS PER DAY(KB-D)","JOINT ORGANISATIONS DATA INITIATIVE - JODI","GLOBAL DATA","158.380","2002-08-31","m"
"JODI OIL-WORLD DATABASE","GLOBAL DATA","TOTAL OIL PRODUCTS","ENERGY, OIL & GAS","DEMAND","MONTHLY","IRELAND","THOUSAND BARRELS PER DAY(KB-D)","JOINT ORGANISATIONS DATA INITIATIVE - JODI","GLOBAL DATA","161.780","2002-07-31","m"
"JODI OIL-WORLD DATABASE","GLOBAL DATA","TOTAL OIL PRODUCTS","ENERGY, OIL & GAS","DEMAND","MONTHLY","IRELAND","THOUSAND BARRELS PER DAY(KB-D)","JOINT ORGANISATIONS DATA INITIATIVE - JODI","GLOBAL DATA","153.790","2002-06-30","m"
"JODI OIL-WORLD DATABASE","GLOBAL DATA","TOTAL OIL PRODUCTS","ENERGY, OIL & GAS","DEMAND","MONTHLY","IRELAND","THOUSAND BARRELS PER DAY(KB-D)","JOINT ORGANISATIONS DATA INITIATIVE - JODI","GLOBAL DATA","166.100","2002-05-31","m"
"JODI OIL-WORLD DATABASE","GLOBAL DATA","TOTAL OIL PRODUCTS","ENERGY, OIL & GAS","DEMAND","MONTHLY","IRELAND","THOUSAND BARRELS PER DAY(KB-D)","JOINT ORGANISATIONS DATA INITIATIVE - JODI","GLOBAL DATA","168.590","2002-04-30","m"
"JODI OIL-WORLD DATABASE","GLOBAL DATA","TOTAL OIL PRODUCTS","ENERGY, OIL & GAS","DEMAND","MONTHLY","IRELAND","THOUSAND BARRELS PER DAY(KB-D)","JOINT ORGANISATIONS DATA INITIATIVE - JODI","GLOBAL DATA","171.330","2002-03-31","m"
"JODI OIL-WORLD DATABASE","GLOBAL DATA","TOTAL OIL PRODUCTS","ENERGY, OIL & GAS","DEMAND","MONTHLY","IRELAND","THOUSAND BARRELS PER DAY(KB-D)","JOINT ORGANISATIONS DATA INITIATIVE - JODI","GLOBAL DATA","192.960","2002-02-28","m"
"JODI OIL-WORLD DATABASE","GLOBAL DATA","TOTAL OIL PRODUCTS","ENERGY, OIL & GAS","DEMAND","MONTHLY","IRELAND","THOUSAND BARRELS PER DAY(KB-D)","JOINT ORGANISATIONS DATA INITIATIVE - JODI","GLOBAL DATA","182.690","2002-01-31","m"
"JODI OIL-WORLD DATABASE","GLOBAL DATA","TOTAL OIL PRODUCTS","ENERGY, OIL & GAS","DEMAND","MONTHLY","NETHERLANDS","THOUSAND BARRELS PER DAY(KB-D)","JOINT ORGANISATIONS DATA INITIATIVE - JODI","GLOBAL DATA","881.000","2020-07-01","d"
"JODI OIL-WORLD DATABASE","GLOBAL DATA","TOTAL OIL PRODUCTS","ENERGY, OIL & GAS","DEMAND","MONTHLY","NETHERLANDS","THOUSAND BARRELS PER DAY(KB-D)","JOINT ORGANISATIONS DATA INITIATIVE - JODI","GLOBAL DATA","943.000","2020-06-01","d"
"JODI OIL-WORLD DATABASE","GLOBAL DATA","TOTAL OIL PRODUCTS","ENERGY, OIL & GAS","DEMAND","MONTHLY","NETHERLANDS","THOUSAND BARRELS PER DAY(KB-D)","JOINT ORGANISATIONS DATA INITIATIVE - JODI","GLOBAL DATA","804.000","2020-05-01","d"
"JODI OIL-WORLD DATABASE","GLOBAL DATA","TOTAL OIL PRODUCTS","ENERGY, OIL & GAS","DEMAND","MONTHLY","NETHERLANDS","THOUSAND BARRELS PER DAY(KB-D)","JOINT ORGANISATIONS DATA INITIATIVE - JODI","GLOBAL DATA","825.000","2020-04-01","d"
"JODI OIL-WORLD DATABASE","GLOBAL DATA","TOTAL OIL PRODUCTS","ENERGY, OIL & GAS","DEMAND","MONTHLY","NETHERLANDS","THOUSAND BARRELS PER DAY(KB-D)","JOINT ORGANISATIONS DATA INITIATIVE - JODI","GLOBAL DATA","1008.000","2020-03-01","d"
"JODI OIL-WORLD DATABASE","GLOBAL DATA","TOTAL OIL PRODUCTS","ENERGY, OIL & GAS","DEMAND","MONTHLY","NETHERLANDS","THOUSAND BARRELS PER DAY(KB-D)","JOINT ORGANISATIONS DATA INITIATIVE - JODI","GLOBAL DATA","1089.000","2020-02-01","d"
"JODI OIL-WORLD DATABASE","GLOBAL DATA","TOTAL OIL PRODUCTS","ENERGY, OIL & GAS","DEMAND","MONTHLY","NETHERLANDS","THOUSAND BARRELS PER DAY(KB-D)","JOINT ORGANISATIONS DATA INITIATIVE - JODI","GLOBAL DATA","1049.000","2020-01-01","d"
"JODI OIL-WORLD DATABASE","GLOBAL DATA","TOTAL OIL PRODUCTS","ENERGY, OIL & GAS","DEMAND","MONTHLY","NETHERLANDS","THOUSAND BARRELS PER DAY(KB-D)","JOINT ORGANISATIONS DATA INITIATIVE - JODI","GLOBAL DATA","984.000","2019-12-01","d"
"JODI OIL-WORLD DATABASE","GLOBAL DATA","TOTAL OIL PRODUCTS","ENERGY, OIL & GAS","DEMAND","MONTHLY","NETHERLANDS","THOUSAND BARRELS PER DAY(KB-D)","JOINT ORGANISATIONS DATA INITIATIVE - JODI","GLOBAL DATA","943.000","2019-11-01","d"
"JODI OIL-WORLD DATABASE","GLOBAL DATA","TOTAL OIL PRODUCTS","ENERGY, OIL & GAS","DEMAND","MONTHLY","NETHERLANDS","THOUSAND BARRELS PER DAY(KB-D)","JOINT ORGANISATIONS DATA INITIATIVE - JODI","GLOBAL DATA","958.000","2019-10-01","d"
"JODI OIL-WORLD DATABASE","GLOBAL DATA","TOTAL OIL PRODUCTS","ENERGY, OIL & GAS","DEMAND","MONTHLY","NETHERLANDS","THOUSAND BARRELS PER DAY(KB-D)","JOINT ORGANISATIONS DATA INITIATIVE - JODI","GLOBAL DATA","918.000","2019-09-01","d"
"JODI OIL-WORLD DATABASE","GLOBAL DATA","TOTAL OIL PRODUCTS","ENERGY, OIL & GAS","DEMAND","MONTHLY","NETHERLANDS","THOUSAND BARRELS PER DAY(KB-D)","JOINT ORGANISATIONS DATA INITIATIVE - JODI","GLOBAL DATA","940.000","2019-08-01","d"
"JODI OIL-WORLD DATABASE","GLOBAL DATA","TOTAL OIL PRODUCTS","ENERGY, OIL & GAS","DEMAND","MONTHLY","NETHERLANDS","THOUSAND BARRELS PER DAY(KB-D)","JOINT ORGANISATIONS DATA INITIATIVE - JODI","GLOBAL DATA","904.000","2019-07-01","d"
"JODI OIL-WORLD DATABASE","GLOBAL DATA","TOTAL OIL PRODUCTS","ENERGY, OIL & GAS","DEMAND","MONTHLY","NETHERLANDS","THOUSAND BARRELS PER DAY(KB-D)","JOINT ORGANISATIONS DATA INITIATIVE - JODI","GLOBAL DATA","899.000","2019-06-01","d"
"JODI OIL-WORLD DATABASE","GLOBAL DATA","TOTAL OIL PRODUCTS","ENERGY, OIL & GAS","DEMAND","MONTHLY","NETHERLANDS","THOUSAND BARRELS PER DAY(KB-D)","JOINT ORGANISATIONS DATA INITIATIVE - JODI","GLOBAL DATA","901.000","2019-05-01","d"
"JODI OIL-WORLD DATABASE","GLOBAL DATA","TOTAL OIL PRODUCTS","ENERGY, OIL & GAS","DEMAND","MONTHLY","NETHERLANDS","THOUSAND BARRELS PER DAY(KB-D)","JOINT ORGANISATIONS DATA INITIATIVE - JODI","GLOBAL DATA","993.000","2019-04-01","d"
"JODI OIL-WORLD DATABASE","GLOBAL DATA","TOTAL OIL PRODUCTS","ENERGY, OIL & GAS","DEMAND","MONTHLY","NETHERLANDS","THOUSAND BARRELS PER DAY(KB-D)","JOINT ORGANISATIONS DATA INITIATIVE - JODI","GLOBAL DATA","1037.000","2019-03-01","d"
"JODI OIL-WORLD DATABASE","GLOBAL DATA","TOTAL OIL PRODUCTS","ENERGY, OIL & GAS","DEMAND","MONTHLY","NETHERLANDS","THOUSAND BARRELS PER DAY(KB-D)","JOINT ORGANISATIONS DATA INITIATIVE - JODI","GLOBAL DATA","1041.000","2019-02-01","d"
"JODI OIL-WORLD DATABASE","GLOBAL DATA","TOTAL OIL PRODUCTS","ENERGY, OIL & GAS","DEMAND","MONTHLY","NETHERLANDS","THOUSAND BARRELS PER DAY(KB-D)","JOINT ORGANISATIONS DATA INITIATIVE - JODI","GLOBAL DATA","1005.000","2019-01-01","d"
"JODI OIL-WORLD DATABASE","GLOBAL DATA","TOTAL OIL PRODUCTS","ENERGY, OIL & GAS","DEMAND","MONTHLY","NETHERLANDS","THOUSAND BARRELS PER DAY(KB-D)","JOINT ORGANISATIONS DATA INITIATIVE - JODI","GLOBAL DATA","991.000","2018-12-01","d"
"JODI OIL-WORLD DATABASE","GLOBAL DATA","TOTAL OIL PRODUCTS","ENERGY, OIL & GAS","DEMAND","MONTHLY","NETHERLANDS","THOUSAND BARRELS PER DAY(KB-D)","JOINT ORGANISATIONS DATA INITIATIVE - JODI","GLOBAL DATA","974.000","2018-11-01","d"
"JODI OIL-WORLD DATABASE","GLOBAL DATA","TOTAL OIL PRODUCTS","ENERGY, OIL & GAS","DEMAND","MONTHLY","NETHERLANDS","THOUSAND BARRELS PER DAY(KB-D)","JOINT ORGANISATIONS DATA INITIATIVE - JODI","GLOBAL DATA","982.000","2018-10-01","d"
"JODI OIL-WORLD DATABASE","GLOBAL DATA","TOTAL OIL PRODUCTS","ENERGY, OIL & GAS","DEMAND","MONTHLY","NETHERLANDS","THOUSAND BARRELS PER DAY(KB-D)","JOINT ORGANISATIONS DATA INITIATIVE - JODI","GLOBAL DATA","990.000","2018-09-01","d"
"JODI OIL-WORLD DATABASE","GLOBAL DATA","TOTAL OIL PRODUCTS","ENERGY, OIL & GAS","DEMAND","MONTHLY","NETHERLANDS","THOUSAND BARRELS PER DAY(KB-D)","JOINT ORGANISATIONS DATA INITIATIVE - JODI","GLOBAL DATA","1007.000","2018-08-01","d"
"JODI OIL-WORLD DATABASE","GLOBAL DATA","TOTAL OIL PRODUCTS","ENERGY, OIL & GAS","DEMAND","MONTHLY","NETHERLANDS","THOUSAND BARRELS PER DAY(KB-D)","JOINT ORGANISATIONS DATA INITIATIVE - JODI","GLOBAL DATA","1025.000","2018-07-01","d"
"JODI OIL-WORLD DATABASE","GLOBAL DATA","TOTAL OIL PRODUCTS","ENERGY, OIL & GAS","DEMAND","MONTHLY","NETHERLANDS","THOUSAND BARRELS PER DAY(KB-D)","JOINT ORGANISATIONS DATA INITIATIVE - JODI","GLOBAL DATA","998.000","2018-06-01","d"
"JODI OIL-WORLD DATABASE","GLOBAL DATA","TOTAL OIL PRODUCTS","ENERGY, OIL & GAS","DEMAND","MONTHLY","NETHERLANDS","THOUSAND BARRELS PER DAY(KB-D)","JOINT ORGANISATIONS DATA INITIATIVE - JODI","GLOBAL DATA","1005.000","2018-05-01","d"
"JODI OIL-WORLD DATABASE","GLOBAL DATA","TOTAL OIL PRODUCTS","ENERGY, OIL & GAS","DEMAND","MONTHLY","NETHERLANDS","THOUSAND BARRELS PER DAY(KB-D)","JOINT ORGANISATIONS DATA INITIATIVE - JODI","GLOBAL DATA","984.000","2018-04-01","d"
"JODI OIL-WORLD DATABASE","GLOBAL DATA","TOTAL OIL PRODUCTS","ENERGY, OIL & GAS","DEMAND","MONTHLY","NETHERLANDS","THOUSAND BARRELS PER DAY(KB-D)","JOINT ORGANISATIONS DATA INITIATIVE - JODI","GLOBAL DATA","1003.000","2018-03-01","d"
"JODI OIL-WORLD DATABASE","GLOBAL DATA","TOTAL OIL PRODUCTS","ENERGY, OIL & GAS","DEMAND","MONTHLY","NETHERLANDS","THOUSAND BARRELS PER DAY(KB-D)","JOINT ORGANISATIONS DATA INITIATIVE - JODI","GLOBAL DATA","1037.000","2018-02-01","d"
"JODI OIL-WORLD DATABASE","GLOBAL DATA","TOTAL OIL PRODUCTS","ENERGY, OIL & GAS","DEMAND","MONTHLY","NETHERLANDS","THOUSAND BARRELS PER DAY(KB-D)","JOINT ORGANISATIONS DATA INITIATIVE - JODI","GLOBAL DATA","1011.000","2018-01-01","d"
"JODI OIL-WORLD DATABASE","GLOBAL DATA","TOTAL OIL PRODUCTS","ENERGY, OIL & GAS","DEMAND","MONTHLY","NETHERLANDS","THOUSAND BARRELS PER DAY(KB-D)","JOINT ORGANISATIONS DATA INITIATIVE - JODI","GLOBAL DATA","1023.000","2017-12-01","d"
"JODI OIL-WORLD DATABASE","GLOBAL DATA","TOTAL OIL PRODUCTS","ENERGY, OIL & GAS","DEMAND","MONTHLY","NETHERLANDS","THOUSAND BARRELS PER DAY(KB-D)","JOINT ORGANISATIONS DATA INITIATIVE - JODI","GLOBAL DATA","1024.000","2017-11-01","d"
"JODI OIL-WORLD DATABASE","GLOBAL DATA","TOTAL OIL PRODUCTS","ENERGY, OIL & GAS","DEMAND","MONTHLY","NETHERLANDS","THOUSAND BARRELS PER DAY(KB-D)","JOINT ORGANISATIONS DATA INITIATIVE - JODI","GLOBAL DATA","1060.000","2017-10-01","d"
"JODI OIL-WORLD DATABASE","GLOBAL DATA","TOTAL OIL PRODUCTS","ENERGY, OIL & GAS","DEMAND","MONTHLY","NETHERLANDS","THOUSAND BARRELS PER DAY(KB-D)","JOINT ORGANISATIONS DATA INITIATIVE - JODI","GLOBAL DATA","1102.000","2017-09-01","d"
"JODI OIL-WORLD DATABASE","GLOBAL DATA","TOTAL OIL PRODUCTS","ENERGY, OIL & GAS","DEMAND","MONTHLY","NETHERLANDS","THOUSAND BARRELS PER DAY(KB-D)","JOINT ORGANISATIONS DATA INITIATIVE - JODI","GLOBAL DATA","982.000","2017-08-01","d"
"JODI OIL-WORLD DATABASE","GLOBAL DATA","TOTAL OIL PRODUCTS","ENERGY, OIL & GAS","DEMAND","MONTHLY","NETHERLANDS","THOUSAND BARRELS PER DAY(KB-D)","JOINT ORGANISATIONS DATA INITIATIVE - JODI","GLOBAL DATA","1047.000","2017-07-01","d"
"JODI OIL-WORLD DATABASE","GLOBAL DATA","TOTAL OIL PRODUCTS","ENERGY, OIL & GAS","DEMAND","MONTHLY","NETHERLANDS","THOUSAND BARRELS PER DAY(KB-D)","JOINT ORGANISATIONS DATA INITIATIVE - JODI","GLOBAL DATA","1086.000","2017-06-01","d"
"JODI OIL-WORLD DATABASE","GLOBAL DATA","TOTAL OIL PRODUCTS","ENERGY, OIL & GAS","DEMAND","MONTHLY","NETHERLANDS","THOUSAND BARRELS PER DAY(KB-D)","JOINT ORGANISATIONS DATA INITIATIVE - JODI","GLOBAL DATA","1045.000","2017-05-01","d"
"JODI OIL-WORLD DATABASE","GLOBAL DATA","TOTAL OIL PRODUCTS","ENERGY, OIL & GAS","DEMAND","MONTHLY","NETHERLANDS","THOUSAND BARRELS PER DAY(KB-D)","JOINT ORGANISATIONS DATA INITIATIVE - JODI","GLOBAL DATA","1030.000","2017-04-01","d"
"JODI OIL-WORLD DATABASE","GLOBAL DATA","TOTAL OIL PRODUCTS","ENERGY, OIL & GAS","DEMAND","MONTHLY","NETHERLANDS","THOUSAND BARRELS PER DAY(KB-D)","JOINT ORGANISATIONS DATA INITIATIVE - JODI","GLOBAL DATA","1053.000","2017-03-01","d"
"JODI OIL-WORLD DATABASE","GLOBAL DATA","TOTAL OIL PRODUCTS","ENERGY, OIL & GAS","DEMAND","MONTHLY","NETHERLANDS","THOUSAND BARRELS PER DAY(KB-D)","JOINT ORGANISATIONS DATA INITIATIVE - JODI","GLOBAL DATA","1075.000","2017-02-01","d"
"JODI OIL-WORLD DATABASE","GLOBAL DATA","TOTAL OIL PRODUCTS","ENERGY, OIL & GAS","DEMAND","MONTHLY","NETHERLANDS","THOUSAND BARRELS PER DAY(KB-D)","JOINT ORGANISATIONS DATA INITIATIVE - JODI","GLOBAL DATA","1034.000","2017-01-01","d"
"JODI OIL-WORLD DATABASE","GLOBAL DATA","TOTAL OIL PRODUCTS","ENERGY, OIL & GAS","DEMAND","MONTHLY","NETHERLANDS","THOUSAND BARRELS PER DAY(KB-D)","JOINT ORGANISATIONS DATA INITIATIVE - JODI","GLOBAL DATA","1037.000","2016-12-01","d"
"JODI OIL-WORLD DATABASE","GLOBAL DATA","TOTAL OIL PRODUCTS","ENERGY, OIL & GAS","DEMAND","MONTHLY","NETHERLANDS","THOUSAND BARRELS PER DAY(KB-D)","JOINT ORGANISATIONS DATA INITIATIVE - JODI","GLOBAL DATA","1023.000","2016-11-01","d"
"JODI OIL-WORLD DATABASE","GLOBAL DATA","TOTAL OIL PRODUCTS","ENERGY, OIL & GAS","DEMAND","MONTHLY","NETHERLANDS","THOUSAND BARRELS PER DAY(KB-D)","JOINT ORGANISATIONS DATA INITIATIVE - JODI","GLOBAL DATA","1072.000","2016-10-01","d"
"JODI OIL-WORLD DATABASE","GLOBAL DATA","TOTAL OIL PRODUCTS","ENERGY, OIL & GAS","DEMAND","MONTHLY","NETHERLANDS","THOUSAND BARRELS PER DAY(KB-D)","JOINT ORGANISATIONS DATA INITIATIVE - JODI","GLOBAL DATA","1066.000","2016-09-01","d"
"JODI OIL-WORLD DATABASE","GLOBAL DATA","TOTAL OIL PRODUCTS","ENERGY, OIL & GAS","DEMAND","MONTHLY","NETHERLANDS","THOUSAND BARRELS PER DAY(KB-D)","JOINT ORGANISATIONS DATA INITIATIVE - JODI","GLOBAL DATA","1108.000","2016-08-01","d"
"JODI OIL-WORLD DATABASE","GLOBAL DATA","TOTAL OIL PRODUCTS","ENERGY, OIL & GAS","DEMAND","MONTHLY","NETHERLANDS","THOUSAND BARRELS PER DAY(KB-D)","JOINT ORGANISATIONS DATA INITIATIVE - JODI","GLOBAL DATA","1123.000","2016-07-01","d"
"JODI OIL-WORLD DATABASE","GLOBAL DATA","TOTAL OIL PRODUCTS","ENERGY, OIL & GAS","DEMAND","MONTHLY","NETHERLANDS","THOUSAND BARRELS PER DAY(KB-D)","JOINT ORGANISATIONS DATA INITIATIVE - JODI","GLOBAL DATA","1028.000","2016-06-01","d"
"JODI OIL-WORLD DATABASE","GLOBAL DATA","TOTAL OIL PRODUCTS","ENERGY, OIL & GAS","DEMAND","MONTHLY","NETHERLANDS","THOUSAND BARRELS PER DAY(KB-D)","JOINT ORGANISATIONS DATA INITIATIVE - JODI","GLOBAL DATA","1045.000","2016-05-01","d"
"JODI OIL-WORLD DATABASE","GLOBAL DATA","TOTAL OIL PRODUCTS","ENERGY, OIL & GAS","DEMAND","MONTHLY","NETHERLANDS","THOUSAND BARRELS PER DAY(KB-D)","JOINT ORGANISATIONS DATA INITIATIVE - JODI","GLOBAL DATA","1028.000","2016-04-01","d"
"JODI OIL-WORLD DATABASE","GLOBAL DATA","TOTAL OIL PRODUCTS","ENERGY, OIL & GAS","DEMAND","MONTHLY","NETHERLANDS","THOUSAND BARRELS PER DAY(KB-D)","JOINT ORGANISATIONS DATA INITIATIVE - JODI","GLOBAL DATA","1009.000","2016-03-01","d"
"JODI OIL-WORLD DATABASE","GLOBAL DATA","TOTAL OIL PRODUCTS","ENERGY, OIL & GAS","DEMAND","MONTHLY","NETHERLANDS","THOUSAND BARRELS PER DAY(KB-D)","JOINT ORGANISATIONS DATA INITIATIVE - JODI","GLOBAL DATA","1024.000","2016-02-01","d"
"JODI OIL-WORLD DATABASE","GLOBAL DATA","TOTAL OIL PRODUCTS","ENERGY, OIL & GAS","DEMAND","MONTHLY","NETHERLANDS","THOUSAND BARRELS PER DAY(KB-D)","JOINT ORGANISATIONS DATA INITIATIVE - JODI","GLOBAL DATA","963.000","2016-01-01","d"
"JODI OIL-WORLD DATABASE","GLOBAL DATA","TOTAL OIL PRODUCTS","ENERGY, OIL & GAS","DEMAND","MONTHLY","NETHERLANDS","THOUSAND BARRELS PER DAY(KB-D)","JOINT ORGANISATIONS DATA INITIATIVE - JODI","GLOBAL DATA","998.000","2015-12-01","d"
