"Sub-Sector","Super Region","Sector","Measure","Frequency","Region","Source","Indicator","Subject","Super Region","Value","Date Value","Period Value"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","8.040","1974-09-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","8.040","1974-08-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","7.810","1974-07-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","7.540","1974-06-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","7.580","1974-05-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","7.510","1974-04-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","7.210","1974-03-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","6.960","1974-02-28","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","6.990","1974-01-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","6.740","1973-12-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","6.730","1973-11-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","6.790","1973-10-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","7.090","1973-09-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","7.400","1973-08-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","7.130","1973-07-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","6.900","1973-06-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","6.850","1973-05-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","6.670","1973-04-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","6.710","1973-03-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","6.640","1973-02-28","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","6.460","1973-01-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","6.360","1972-12-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","6.280","1972-11-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","6.480","1972-10-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","6.550","1972-09-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","6.210","1972-08-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","6.110","1972-07-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","6.110","1972-06-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","6.130","1972-05-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","6.190","1972-04-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","6.070","1972-03-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","6.080","1972-02-29","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","5.950","1972-01-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","5.930","1971-12-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","5.810","1971-11-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","5.930","1971-10-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","6.140","1971-09-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","6.580","1971-08-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","6.730","1971-07-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","6.520","1971-06-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","6.390","1971-05-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","5.830","1971-04-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","5.700","1971-03-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","6.110","1971-02-28","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","6.240","1971-01-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","6.390","1970-12-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","6.840","1970-11-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","7.330","1970-10-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","7.390","1970-09-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","7.530","1970-08-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","7.460","1970-07-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","7.840","1970-06-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","7.910","1970-05-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","7.390","1970-04-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","7.070","1970-03-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","7.240","1970-02-28","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","7.790","1970-01-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","7.650","1969-12-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","7.140","1969-11-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","7.100","1969-10-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","7.160","1969-09-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","6.690","1969-08-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","6.720","1969-07-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","6.570","1969-06-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","6.320","1969-05-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","6.170","1969-04-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","6.300","1969-03-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","6.190","1969-02-28","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","6.040","1969-01-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","6.030","1968-12-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","5.700","1968-11-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","5.580","1968-10-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","5.460","1968-09-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","5.420","1968-08-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","5.500","1968-07-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","5.720","1968-06-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","5.870","1968-05-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","5.640","1968-04-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","5.740","1968-03-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","5.560","1968-02-29","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","5.530","1968-01-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","5.700","1967-12-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","5.750","1967-11-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","5.480","1967-10-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","5.300","1967-09-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","5.280","1967-08-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","5.160","1967-07-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","5.020","1967-06-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","4.850","1967-05-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","4.590","1967-04-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","4.540","1967-03-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","4.630","1967-02-28","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","4.580","1967-01-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","4.840","1966-12-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","5.160","1966-11-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","5.010","1966-10-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","5.180","1966-09-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","5.220","1966-08-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","5.020","1966-07-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","4.810","1966-06-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","4.780","1966-05-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","4.750","1966-04-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","4.870","1966-03-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","4.830","1966-02-28","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","4.610","1966-01-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","4.620","1965-12-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","4.450","1965-11-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","4.350","1965-10-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","4.290","1965-09-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","4.250","1965-08-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","4.200","1965-07-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","4.210","1965-06-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","4.210","1965-05-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","4.200","1965-04-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","4.210","1965-03-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","4.210","1965-02-28","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","4.190","1965-01-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","4.180","1964-12-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","4.150","1964-11-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","4.190","1964-10-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","4.200","1964-09-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","4.190","1964-08-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","4.190","1964-07-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","4.170","1964-06-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","4.200","1964-05-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","4.230","1964-04-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","4.220","1964-03-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","4.150","1964-02-29","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","4.170","1964-01-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","4.130","1963-12-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","4.120","1963-11-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","4.110","1963-10-31","d"
